-3.222393, 2.505934
-2.851475, 2.423733
-2.499106, 2.344600
-2.156007, 2.268839
-1.831469, 2.189719
-1.516214, 2.107541
-1.219502, 2.031188
-0.941352, 1.951168
-0.681754, 1.872076
-0.431422, 1.798574
-0.199662, 1.716661
0.003436, -0.004260
0.014137, 1.636990
0.202711, 1.561028
0.220163, 0.071307
0.388274, 1.481787
0.411249, 0.150657
0.548543, 1.405612
0.581736, 0.230428
0.687183, 1.328442
0.726811, 0.310936
0.810838, 1.249227
0.850329, 0.386085
0.913861, 1.172574
0.953674, 0.465203
1.001396, 1.090821
1.026064, 0.544335
1.068306, 1.014184
1.088136, 0.623471
1.114569, 0.932448
1.115599, 0.699739
1.129894, 0.858387
1.140043, 0.776666
